"Group.1" "Group.2" "CXQ_T_tpm" "GY_T_tpm" "HCM_T_tpm" "LGL_T_tpm" "MYP_T_tpm" "SMJ_T_tpm" "XB_T_tpm" "CXQ_N_tpm" "GY_N_tpm" "HCM_N_tpm" "LGL_N_tpm" "MYP_N_tpm" "SMJ_N_tpm" "XB_N_tpm"
"5475" "CT47A2" "CT47A2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5476" "CT47A3" "CT47A3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5477" "CT47A4" "CT47A4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5478" "CT47A5" "CT47A5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5479" "CT47A6" "CT47A6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5480" "CT47A7" "CT47A7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5481" "CT47A8" "CT47A8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5482" "CT47A9" "CT47A9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5483" "CT47B1" "CT47B1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5484" "CT55" "CT55" 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0
"5485" "CT62" "CT62" 0.09 0 0 0.17 0.04 0 0.04 0.39 0 0.13 0.04 0.15 0.18 0.02
"5486" "CT66" "CT66" 0 0.04 0 0 0 0.04 0 0 0 0 0 0 0 0
"5487" "CT69" "CT69" 0 0.29 0 0 0 0 0 0 0 0 0 0 0 0
"5488" "CT70" "CT70" 0 0 0.13 0 0.2 0 0 0 0.06 0 0 0.17 0 0
"5489" "CT75" "CT75" 0.29 0.055 0.095 0.03 0 0.115 0.09 0.235 0.085 0.175 0.055 0.26 0.03 0.025
"5490" "CT83" "CT83" 0 0 0.48 0 0 0 0 0 0 0 0 0 0 0
"5491" "CTAG1A" "CTAG1A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5492" "CTAG1B" "CTAG1B" 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0
"5493" "CTAG2" "CTAG2" 0 1.22 0 0 0 0 0 0 0 0 0 0 0 0
"5494" "CTAGE1" "CTAGE1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5495" "CTAGE10P" "CTAGE10P" 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0
"5496" "CTAGE11P" "CTAGE11P" 0 0 0 0 0 0 0.02 0 0.03 0 0 0 0 0
"5497" "CTAGE12P" "CTAGE12P" 0.06 0.03 0 0.06 0.06 0.06 0.05 0.05 0.08 0.08 0.03 0 0 0
"5498" "CTAGE13P" "CTAGE13P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5499" "CTAGE14P" "CTAGE14P" 0 0 0 0 0 0 0.02 0 0 0 0 0 0.16 0
"5500" "CTAGE15" "CTAGE15" 1.11 2.09 1.1 0.82 2.31 1.63 1.14 1.07 2.48 2.56 1.23 2.58 2.85 1.04
"5501" "CTAGE16P" "CTAGE16P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5502" "CTAGE3P" "CTAGE3P" 0 0.05 0.18 0.06 0.03 0.03 0.17 0.1 0.08 0.03 0.03 0.05 0 0.06
"5503" "CTAGE4" "CTAGE4" 5.3 3.56 3.43 7.73 0.3 3.75 5.59 5.86 3.49 4.65 8.1 3.25 6.11 8.81
"5504" "CTAGE6" "CTAGE6" 0 0 0 0 0 0 0 0.03 0 0 0 0 0.04 0
"5505" "CTAGE7P" "CTAGE7P" 0.33 0.43 0.61 0.29 0.79 0.68 0.28 0.38 0.33 0.18 0.36 0.2 0.62 0
"5506" "CTAGE8" "CTAGE8" 2.7 5.49 4.15 4.99 7.57 0.64 0.48 0.82 6.48 5.96 5.06 7.18 2.28 0.56
"5507" "CTAGE9" "CTAGE9" 0.07 0 0.14 0.43 0 0 0 0.11 0.19 0.09 0.07 0.04 0.33 0
"5508" "CTBP1" "CTBP1" 28.62 28.58 39.64 42.65 42.53 32.09 72.7 31.07 22.9 27.07 30.67 44.7 26.43 22.39
"5509" "CTBP1-AS" "CTBP1-AS" 0.27 0.31 0.41 0.12 0.35 0.27 0.27 0.28 0.29 0.11 0.27 0.47 0.27 0.14
"5510" "CTBP1-DT" "CTBP1-DT" 4.67 3.27 6.62 4.43 3.97 4.14 7.2 3.82 4.91 4.47 4.32 7.34 4.19 3.4
"5511" "CTBP2" "CTBP2" 42.14 41.99 38.17 52.08 41.72 49.98 56.83 32.86 26.13 25.85 30.64 38.57 35.34 21.96
"5512" "CTBP2P1" "CTBP2P1" 0 0 0 0 0 2.1 0 0 0 0 0 0 0 0
"5513" "CTBP2P10" "CTBP2P10" 0.07 0.13 0.07 0.2 0.5 1.32 0.56 0.08 0.06 0.09 0.09 0.37 0.18 0.07
"5514" "CTBP2P2" "CTBP2P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5515" "CTBP2P3" "CTBP2P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5516" "CTBP2P4" "CTBP2P4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5517" "CTBP2P5" "CTBP2P5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5518" "CTBP2P6" "CTBP2P6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5519" "CTBP2P7" "CTBP2P7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5520" "CTBP2P8" "CTBP2P8" 0.06 0.05 0.06 0.06 0.17 0.17 0.05 0.05 0.1 0.26 0.26 0 0 0
"5521" "CTBP2P9" "CTBP2P9" 0.07 0.13 0.07 0.2 0.5 1.32 0.56 0.08 0.06 0.09 0.09 0.37 0.18 0.07
"5522" "CTBS" "CTBS" 8.8 13.58 8.93 11.84 20.13 15.32 8.23 10.36 12.45 15.74 8.83 15.68 13.23 8.3
"5523" "CTC-338M12.4" "CTC-338M12.4" 7.96 5.24 10.34 4.83 5.67 7.35 6.14 6.33 5.62 5.84 2.68 6.87 8.3 2.97
"5524" "CTC1" "CTC1" 5.82 5.83 9.52 7.61 6.47 4.36 4.37 3.96 6.29 4.39 6.32 7.19 6.4 2.53
"5525" "CTCF" "CTCF" 38.58 23.31 28.94 33.32 21.96 39.73 26.55 20.56 18.81 20.2 22.34 25.31 23.81 13.4
"5526" "CTCF-DT" "CTCF-DT" 0.19 0 0 0 0.2 0.19 0 0 0.18 0.35 0.09 0 0 0.07
"5527" "CTCFL" "CTCFL" 0 0 0.04 0.11 0 0 0 0 0 0.02 0 0 0 0
"5528" "CTD-2194D22.4" "CTD-2194D22.4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5529" "CTD-2350J17.1" "CTD-2350J17.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5530" "CTDNEP1" "CTDNEP1" 83.53 103.3 101.61 88.14 52.06 73.66 84.44 92.67 79.28 72.94 79.62 83.83 74.17 91.94
"5531" "CTDP1" "CTDP1" 2.62 5.08 4.26 7.61 4.37 4.99 12.9 6.05 4.37 4.6 5.05 8.14 6.54 5.24
"5532" "CTDP1-DT" "CTDP1-DT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5533" "CTDSP1" "CTDSP1" 49.54 41.71 43.75 36.45 39.06 37.44 51.45 53.13 45.23 59.92 49.11 52.94 50.68 42.01
"5534" "CTDSP2" "CTDSP2" 85.43 55.24 84.47 71.74 60.1 44.4 48.08 43.98 57.19 78.6 70.68 71.35 59.27 33.91
"5535" "CTDSPL" "CTDSPL" 32.43 18.28 18.34 27.76 17.68 19.29 23.67 20.78 22.19 18.94 22.46 19.52 17.31 10.97
"5536" "CTDSPL2" "CTDSPL2" 10.14 6.1 10.36 7.81 11.36 8.73 7.18 4.47 7.78 7.17 7.24 9.54 6.82 1.86
"5537" "CTDSPL2-DT" "CTDSPL2-DT" 0 0 0 0 0 0 0 0.14 0 0 0 0 0 0
"5538" "CTDSPL2P1" "CTDSPL2P1" 0.06 0 0 0 0 0 0.04 0 0 0 0 0 0 0.03
"5539" "CTDSPL2P2" "CTDSPL2P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5540" "CTF1" "CTF1" 0.27 0.39 1.35 0.72 0.68 0.31 0.26 0.84 0.61 0.33 0.44 1.01 0.29 0.48
"5541" "CTF2P" "CTF2P" 0 0 0 0 0 0 0 0 0.17 0 0 0 0 0
"5542" "CTH" "CTH" 1.58 6.99 3.6 12.07 3.67 1.3 2.43 7.47 4.98 3.9 6.61 5.14 6.72 2.97
"5543" "CTHRC1" "CTHRC1" 21.18 60.29 61.28 24 48 72.17 46.83 1.5 4.11 0.52 0.71 1.04 1.07 1.76
"5544" "CTHRC1P1" "CTHRC1P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5545" "CTIF" "CTIF" 2.52 4.51 5 3.35 5.37 3.12 6.83 2.23 2.21 1.75 1.77 7.53 3.22 1.48
"5546" "CTLA4" "CTLA4" 0.93 2.05 3.22 0.72 4 3.32 1.57 0.66 0.38 0.9 0.22 2.33 1.2 1.5
"5547" "CTNNA1" "CTNNA1" 216.05 182.09 166.22 251.35 150.37 145.03 181.49 128.53 137.97 160.26 165.15 174.7 168.12 125.69
"5548" "CTNNA1-AS1" "CTNNA1-AS1" 0 0.19 1.13 0.19 0.39 0 0 0.16 0 0.86 0 0 0 0
"5549" "CTNNA1P1" "CTNNA1P1" 0.34 0.17 0.23 0.15 0.07 0.12 0.12 0.27 0.2 0.34 0.34 0.16 0.25 0.18
"5550" "CTNNA2" "CTNNA2" 1 0.02 0.77 3.51 0.8 0.02 0.04 0.38 0.68 0.5 0.16 0.95 0.19 0.39
"5551" "CTNNA2-AS1" "CTNNA2-AS1" 0 0.05 0 0.05 0 0 0 0.09 0 0 0 0.05 0.05 0
"5552" "CTNNA3" "CTNNA3" 0.03 0.01 0.24 0 0.18 0 0 0.17 0.18 0.1 0.14 0.13 0.08 0.05
"5553" "CTNNAL1" "CTNNAL1" 22.21 19.76 13.8 18.03 23.21 17.07 15.72 7.83 7.17 4.57 7.22 13.36 6.52 7.27
"5554" "CTNNB1" "CTNNB1" 472.99 175.4 289.34 314.6 213.19 346.13 231.14 107.57 137.14 135.92 120.23 155.96 150.7 75.07
"5555" "CTNNBIP1" "CTNNBIP1" 13.85 17.77 8.48 13.43 14.63 8.12 25.12 8.11 4.36 5.04 6.82 7.77 5.73 7.27
"5556" "CTNNBL1" "CTNNBL1" 52.56 27.75 72.4 30.63 57.36 51.53 27.78 21.74 21.19 20.11 20.82 24.52 23.48 25.5
"5557" "CTNNBL1P1" "CTNNBL1P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5558" "CTNND1" "CTNND1" 154.41 108.09 86.06 121.34 81.42 81.31 88.66 103.77 137.58 169.93 141.17 145.18 144.31 64.68
"5559" "CTNND2" "CTNND2" 0 0 0.19 0.06 0.02 0 0.15 0.67 0.52 0.54 0.5 1.15 0.59 0.27
"5560" "CTNS" "CTNS" 2.56 5.99 7.02 7.24 8.34 6.59 6.17 3.74 3.78 3.64 4.84 5.02 4.21 2.93
"5561" "CTNS-AS1" "CTNS-AS1" 0.2 0.19 1.83 0 0.31 0.29 1.53 0.08 0.09 0.09 0.18 0.1 0.83 0
"5562" "CTPS1" "CTPS1" 26.81 28.24 31.51 45.61 20.36 26.28 33.52 4.33 5.86 2.92 8.5 17.59 6.23 8.04
"5563" "CTPS2" "CTPS2" 21.94 11.21 22.38 16.31 25.6 11.63 9.57 7.07 7.68 7.88 7.19 8.8 7.9 3.82
"5564" "CTR9" "CTR9" 18.76 15.35 32.32 18.4 18.55 22.3 13.84 12.57 17.02 14.94 13.6 20.23 14.56 7.5
"5565" "CTRB1" "CTRB1" 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0
"5566" "CTRB2" "CTRB2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5567" "CTRC" "CTRC" 0.04 0 0.16 0 0 0.06 0 0.02 0.02 0.15 0.04 0.04 0 0
"5568" "CTRL" "CTRL" 0.5 0.21 1.03 0.02 1.66 1.67 1.41 1.25 0.33 1.31 0.54 0.3 0.99 0.66
"5569" "CTSA" "CTSA" 78.81 106.07 159.8 105.24 530.66 114.54 124.85 188.65 198.6 212.68 184.79 137.18 184.8 151.22
"5570" "CTSB" "CTSB" 248.29 537.05 417.74 309.14 1011.95 856.17 527.75 235.6 225.17 241.84 204.02 386.54 306.37 326.93
"5571" "CTSC" "CTSC" 184.93 190.29 126.83 134.25 172.09 362.89 175.1 125.41 130.96 85.75 111.95 182.27 130.16 139.68
"5572" "CTSD" "CTSD" 98.01 163.06 259.59 181.87 284.21 244.56 525.26 291.5 176.02 272.67 206.78 249.3 277.26 269.8
"5573" "CTSE" "CTSE" 0.02 298.07 0 27.1 0.21 0.26 74.31 33.15 9.2 36.57 9.26 34.21 26.71 13.32
"5574" "CTSF" "CTSF" 4.75 9.54 17.49 3.23 19.05 7.79 5.95 10.63 9.43 8.63 5.87 10.84 4.6 5.5
"5575" "CTSG" "CTSG" 0 1.54 5.6 0.7 0.1 0.18 3.89 8.05 22.88 10.53 6.84 8.82 8.11 18.76
"5576" "CTSH" "CTSH" 98.07 59.19 131.22 93.54 198.92 93.79 99.92 28.85 24.79 23.04 26.62 75.01 35.19 39.27
"5577" "CTSK" "CTSK" 56.05 191.17 164.14 62.4 76.01 136.5 93.9 31.51 50.22 30.05 25.57 31.11 24.86 24.71
"5578" "CTSL" "CTSL" 47.32 62.82 111.28 30.97 253.34 285.63 65.9 49.2 66.69 47.44 37.57 58.71 62.68 53.88
"5579" "CTSL3P" "CTSL3P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5580" "CTSLP1" "CTSLP1" 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0
"5581" "CTSLP2" "CTSLP2" 0 0 0.3 0 0 0 0 0.18 0 0 0 0.035 0 0
"5582" "CTSLP3" "CTSLP3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5583" "CTSLP4" "CTSLP4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5584" "CTSLP6" "CTSLP6" 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0
"5585" "CTSLP8" "CTSLP8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5586" "CTSO" "CTSO" 7.41 15.42 19.82 9.8 12.35 19.17 11.19 14.09 17.03 20.36 12.28 23.06 14.81 9.01
"5587" "CTSS" "CTSS" 203.77 172 180.03 196.33 331.05 369.11 132.92 409.81 393.09 423.36 275.28 439.87 441.12 277.35
"5588" "CTSV" "CTSV" 43.2 4.63 9.13 6.92 29.89 12.54 8 3.56 2.89 1.92 3.29 1.4 2.93 1.63
"5589" "CTSW" "CTSW" 0.38 0.19 3.4 2.33 2.94 7.84 3.81 4.82 0.06 3.16 3.99 6.75 4.15 7.29
"5590" "CTSZ" "CTSZ" 186.36 225.39 275.8 195.84 323.8 348.83 273.44 285.73 204.6 248.59 224.68 285.67 282.66 332.52
"5591" "CTTN" "CTTN" 87.19 71.37 61.24 79.97 95 82.05 105.64 57.52 61.19 76.99 65.41 76.99 78.67 50.57
"5592" "CTTN-DT" "CTTN-DT" 0.31 0.05 0.86 0.24 0.55 0.03 0.86 0.89 0.09 0.14 0.22 0.07 0.12 0
"5593" "CTTNBP2" "CTTNBP2" 2.97 1.73 4.7 4.08 6.44 2.89 1.86 2.18 1.26 2.99 1.92 1.48 1.66 0.73
"5594" "CTTNBP2NL" "CTTNBP2NL" 15.84 9.97 21.57 18.7 12.74 7.1 10.62 10.97 13.49 15.76 13.59 17.08 13.72 5.6
"5595" "CTU1" "CTU1" 1.62 0.5 0.95 0.43 0.66 0.54 3.84 0.45 0.35 0.36 0.51 0.56 0.27 0.38
"5596" "CTU2" "CTU2" 3.53 3.05 3.63 5.48 6.39 5.9 15.97 2.41 1.23 0.87 3.2 4.9 1.86 2.96
"5597" "CTXN1" "CTXN1" 0 0.3 0.13 0 0 0.24 5.36 0 0 0 0.06 0.64 0 0
"5598" "CTXN2" "CTXN2" 0 0 0.03 0 0 0 0.04 0.06 0 0.14 0.02 0.09 0 0.03
"5599" "CTXN2-AS1" "CTXN2-AS1" 0 0 0 0 0 0 0 0.1 0 0 0 0.05 0 0
"5600" "CTXN3" "CTXN3" 0 0 0 0 0 0 0 0 0 0 0 0.12 0 0.03
"5601" "CTXND1" "CTXND1" 0.01 0.04 1.08 0 0.05 0 0.04 0.11 0.15 0.19 0.27 0.19 0.04 0.08
"5602" "CTXND2" "CTXND2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5603" "CUBN" "CUBN" 0.04 0.21 0.56 0.45 1 0.06 0.23 0.18 0.63 0.65 0.1 0.28 0.1 0.11
"5604" "CUBNP1" "CUBNP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5605" "CUBNP2" "CUBNP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5606" "CUBNP3" "CUBNP3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5607" "CUEDC1" "CUEDC1" 16.68 12.35 16.28 17.87 20.29 10.29 11.55 13.92 7.66 7.04 8.03 15.15 11.03 7.45
"5608" "CUEDC2" "CUEDC2" 28.72 24.61 45.81 39.96 36.36 52.75 50.9 25.1 17.02 17.73 18.05 29.11 24.35 22.36
"5609" "CUL1" "CUL1" 45.25 29.83 31.1 26.92 44.35 35.87 30.12 18.92 21.73 16.12 18.64 32.48 19.57 16.95
"5610" "CUL1P1" "CUL1P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5611" "CUL2" "CUL2" 17.04 13.77 19.79 14.91 20.39 23.41 13.39 11.05 11.33 9.88 10.08 18.98 11.14 6.88
"5612" "CUL3" "CUL3" 57.89 33.33 47.33 39.46 52.33 52.46 33.92 41.76 39.94 32.58 37.25 35.67 31.4 30.84
"5613" "CUL4A" "CUL4A" 53.58 39.28 55.19 45.16 81.76 37.08 44.58 20.63 23.94 21.06 21.83 29.44 26.63 13.99
"5614" "CUL4AP1" "CUL4AP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5615" "CUL4B" "CUL4B" 38.6 16.47 53.23 17.39 19.68 17.53 13.46 11.45 13.82 13.03 11.52 17.28 12.31 5.34
"5616" "CUL5" "CUL5" 9.25 5.63 8.88 5.98 11.21 9.19 7.66 4.23 5.16 5.22 4.27 7.82 4.87 1.95
"5617" "CUL7" "CUL7" 11.24 7.22 16.31 8.71 10.67 6.45 10.57 7.39 7.79 6.45 6.87 8.46 7.83 5.73
"5618" "CUL9" "CUL9" 5.72 7.03 9.66 6.86 10.87 3.52 8.79 8.19 5.37 8.95 7.09 11.93 7.73 7.72
"5619" "CUPIN1P" "CUPIN1P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5620" "CUTA" "CUTA" 80.44 87.21 79.74 104.68 130.34 50.88 204.12 90.08 61.3 51.53 71.57 81.29 70.14 99.43
"5621" "CUTALP" "CUTALP" 14.27 7.01 30.72 8.36 14.99 12.69 10.9 6.03 15.18 15.66 8.69 16.59 16.9 4.66
"5622" "CUTC" "CUTC" 9.29 6.51 18.32 12.36 11.08 10.44 8.63 11.12 9.65 12.43 9.2 13.14 12.18 8.56
"5623" "CUX1" "CUX1" 52.27 32.26 41.01 54.42 51.6 29.52 51.65 27.41 34.41 27.38 30.88 33.94 30.07 25.11
"5624" "CUX2" "CUX2" 0.01 0 0.04 0 0.03 0 0.02 0.03 0.08 0.04 0.04 0.14 0.03 0.01
"5625" "CUX2P1" "CUX2P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5626" "CUZD1" "CUZD1" 0.14 0.31 0.11 0.36 0.66 0.47 0.33 0.32 0.67 0.27 0.2 0.37 0.6 0.37
"5627" "CWC15" "CWC15" 54.26 40.27 56.37 38.9 44.22 48.9 36.69 36.35 34.54 30.5 27.2 35.94 30.53 31.28
"5628" "CWC22" "CWC22" 12.44 8.04 15.67 8.53 12.36 14.82 8.34 9.25 8.96 7.6 6.53 11.22 6.32 3.71
"5629" "CWC25" "CWC25" 9.56 12.07 12.76 9.47 28.43 15.49 7.1 11.38 12.7 13.68 10.17 14.41 12.32 7.89
"5630" "CWC27" "CWC27" 16.79 9.69 21.43 13.35 18.33 12.84 11.78 15.34 8.21 6.63 7.89 14.68 7.92 8.66
"5631" "CWF19L1" "CWF19L1" 11.32 5.63 11.67 12.43 12.09 12.29 11.56 5.02 7.13 5.27 6.44 11 6.95 6.72
"5632" "CWF19L2" "CWF19L2" 6.15 2.67 8.51 2.56 5.09 5.24 3.78 4.07 4.3 2.58 2.19 4.67 3.24 1.3
"5633" "CWH43" "CWH43" 0 1.04 0.03 2.12 0.28 0 2.45 23.67 5.73 17.35 15.31 11.48 19.33 6.63
"5634" "CX3CL1" "CX3CL1" 1.26 4.34 5.47 3.36 5.78 9.63 5.29 4.91 3.33 1.78 2.03 12.32 2.95 3.1
"5635" "CX3CR1" "CX3CR1" 0.83 0.76 0.33 0.22 0.83 0.39 0.27 0.24 1.47 0.22 0.23 3.68 0.48 0.37
"5636" "CXADR" "CXADR" 51.31 15.27 1.98 22.42 36.99 13.47 16.79 13.9 17.3 33.95 17.77 14.5 20.59 7.4
"5637" "CXADRP1" "CXADRP1" 0.22 0 0 0 0 0 0 0.19 0 0 0 0 0 0
"5638" "CXADRP2" "CXADRP2" 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0
"5639" "CXADRP3" "CXADRP3" 0 0 0 0 0 0.07 0 0.18 0 0.07 0.07 0 0 0.03
"5640" "CXCL1" "CXCL1" 82.27 55.98 11.63 58.51 282.81 190.67 61.82 11.05 2.99 9.09 6.08 50.07 10.62 65.95
"5641" "CXCL10" "CXCL10" 7.84 11.01 17.33 28.13 69.5 93.35 24.8 1.47 2.07 3.87 2.31 439.48 15.3 17.52
"5642" "CXCL11" "CXCL11" 1.42 6.01 8.35 18.88 23.16 175.65 3.93 0.17 0.41 0.41 0.41 90.16 19.35 1.96
"5643" "CXCL12" "CXCL12" 3.57 17.31 29.63 6.83 33.49 9.67 18.24 50.75 45.4 50.86 44.63 52.14 29.09 26.06
"5644" "CXCL13" "CXCL13" 5.63 3.49 18.16 2.93 6.27 47.92 5.42 12.62 1.28 18.43 4.76 59.52 10.04 16.19
"5645" "CXCL14" "CXCL14" 137.68 112.89 97.15 96.16 81.52 48 129.25 129.43 139.16 144.61 121.84 76.76 101.57 105.07
"5646" "CXCL16" "CXCL16" 41.65 64.81 56.11 25.36 101.01 147.11 67.64 29.86 30.9 32.87 21.88 41.05 54.92 37.11
"5647" "CXCL17" "CXCL17" 0 4.03 0 0 0.88 0.12 40.56 0 0 0 0 0 0.34 0.16
"5648" "CXCL1P1" "CXCL1P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5649" "CXCL2" "CXCL2" 47.36 9.99 11.25 11.51 68.66 36.66 10.49 1.55 0.98 2.8 2.27 12.94 3.23 11.77
"5650" "CXCL3" "CXCL3" 51.41 26.23 15.95 29.44 79.57 53.4 37.24 2.75 1.41 4.29 7.44 24.12 5.37 21.71
"5651" "CXCL5" "CXCL5" 16.23 22.66 0.17 12.73 418.28 188.5 2.08 1.15 0.18 0.23 0.05 4.14 1.76 0.47
"5652" "CXCL6" "CXCL6" 6.81 2.71 1.05 2.14 41.34 13.9 3.17 1.91 0.09 0.13 0.13 1.58 0.04 1.56
"5653" "CXCL8" "CXCL8" 186.16 151.54 19.73 58.31 10991.55 5862.63 84.63 1.65 0.76 3.76 1.45 10.82 85.15 9.66
"5654" "CXCL9" "CXCL9" 4.55 6.21 20.11 23.13 55.78 73.02 24.56 2.52 2.01 3 2.31 184.6 50.09 11.28
"5655" "CXCR1" "CXCR1" 0.52 0.82 0.17 0.2 64.13 23.66 0.81 0.05 0 0.15 0 1.05 0.85 0.79
"5656" "CXCR2" "CXCR2" 0.61 1.46 0.76 1.92 49.26 28.76 2.02 0.08 0.06 0.22 0.13 1.02 1.33 1.3
"5657" "CXCR2P1" "CXCR2P1" 0 0.15 0.14 0 0.36 0.12 0.02 0 0 0 0 0 0 0
"5658" "CXCR3" "CXCR3" 0.91 0.26 2.35 0.46 0.93 0.99 5.18 0.27 0.72 0.76 0.67 1.07 1.46 1.01
"5659" "CXCR4" "CXCR4" 22.09 34.98 78.32 21.1 53.52 79.59 43.17 41.49 34.5 43.81 33.37 67.8 26.41 13.8
"5660" "CXCR5" "CXCR5" 0.02 0 0.05 0 0.07 0.11 0.79 0.2 0.03 0.18 0.1 0.8 0.09 1.57
"5661" "CXCR6" "CXCR6" 0.97 2.4 5.43 1.29 3.04 8 3.68 4.81 10.86 5.18 3.46 6.13 7.36 3.52
"5662" "CXorf38" "CXorf38" 20.02 8.97 9.02 6.66 17.6 17.26 5.89 5.37 7 6.3 5.12 8.6 6.86 4.38
"5663" "CXorf49" "CXorf49" 0.09 0 0 0 0 0 0 0 0 0.21 0 0 0 0
"5664" "CXorf49B" "CXorf49B" 0.14 0 0 0 0 0 0 0 0 0.21 0 0 0 0
"5665" "CXorf51A" "CXorf51A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5666" "CXorf51B" "CXorf51B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5667" "CXorf58" "CXorf58" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5668" "CXorf65" "CXorf65" 0 0.31 1.87 0 0.12 1.81 1.43 0 0 0 0 0.32 0.13 0.28
"5669" "CXorf66" "CXorf66" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5670" "CXXC1" "CXXC1" 9.54 23.06 18.04 21.18 18.44 13.99 26.07 20.54 22.57 19.61 16.1 21.56 19.13 19.16
"5671" "CXXC1P1" "CXXC1P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5672" "CXXC4" "CXXC4" 0.89 0.6 1.86 0.26 0.95 0.21 0.2 0.55 0.44 0.94 0.25 0.57 0.46 0.16
"5673" "CXXC4-AS1" "CXXC4-AS1" 0.01 0.02 0.06 0 0.02 0 0 0.06 0.01 0.01 0 0.04 0.01 0
"5674" "CXXC5" "CXXC5" 23.66 15.26 28.21 22.34 21.92 13.31 34.85 11.42 7.32 6.9 8.33 10.43 10.28 11.49
"5675" "CXXC5-AS1" "CXXC5-AS1" 0 0 0 0 0 0 0.17 0 0 0 0 0 0 0
"5676" "CYB561" "CYB561" 22.44 32.84 16.31 29.89 36.98 30.31 46.86 21.36 17.65 16.66 20.05 22.03 23.53 23.66
"5677" "CYB561A3" "CYB561A3" 14.98 16.93 16.39 24.68 20.95 21.78 26.05 29.26 23.34 32.22 25.72 30.2 33.7 24.06
"5678" "CYB561D1" "CYB561D1" 3.76 3.54 3.13 4.75 2.85 2.09 4.54 2.17 3.27 3.52 3.08 4.35 2.37 2.14
"5679" "CYB561D2" "CYB561D2" 13.71 10.38 8.21 13.79 12.79 7.66 26.02 14.05 9.38 15.18 12.84 12.19 14.34 24.52
"5680" "CYB5A" "CYB5A" 71.66 110.41 91.27 107.55 58.85 110.09 91.44 111.69 63.9 73.14 95.61 102.79 75.4 89.33
"5681" "CYB5AP2" "CYB5AP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5682" "CYB5AP3" "CYB5AP3" 0 0 0 0 0 0 0 0 0 0.39 0 0 0 0
"5683" "CYB5AP4" "CYB5AP4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5684" "CYB5AP5" "CYB5AP5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5685" "CYB5B" "CYB5B" 194.63 88.6 136.8 141.62 358.6 216.65 106.72 83.4 77.13 78.8 89.44 88.27 104.25 68.84
